Unnamed: 0,Image,Review Text,Processed_Review,Feature_Extraction
1926,['Downloaded_Images/81XBMlfXpUL._SY88.jpg'],"Great little pedal with tons of tone! For anyone having noise issues with this guy, put it in the front of your signal chain. It doesn't like sitting behind other gain pedals (very typical big muff trait) put a clean boost behind it and it really goes!",great littl pedal ton tone anyon nois issu guy put front signal chain like sit behind gain pedal typic big muff trait put clean boost behind realli goe,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3775,['Downloaded_Images/71Y0DLuZ-IL._SY88.jpg'],"I put these knobs on my squire strat, my epi sg, and an off brand strat. They all fit easily enough (a bit snug but I prefer that). They are very heavy and solid feeling. Ive had them on the guitar pictured since I got them a few months ago and I haven't had any problems. I did kind of dent the inside of a gold one as I put it on my squire, so you do have to be careful when installing. Also, as people have said, the black knobs have no hole in the chin to tighten or loosen. As far as I can tell, this is about the best value you can get for these style knobs, and I do not think you will be disappointed with them.",put knob squir strat epi sg brand strat fit easili enough bit snug prefer heavi solid feel ive guitar pictur sinc got month ago problem kind dent insid gold one put squir care instal also peopl said black knob hole chin tighten loosen far tell best valu get style knob think disappoint,"[array([0.      , 0.      , 0.      , ..., 0.      , 9.983507, 0.      ],
      dtype=float32)]"
1313,['Downloaded_Images/71mRyDr3LuL._SY88.jpg'],This is a great Les Paul like guitar for the novice player. Very minimum setup was needed...6th string buzzed a little. Everyone loves the look. Fun to play at a very affordable price.,great le paul like guitar novic player minimum setup need 6th string buzz littl everyon love look fun play afford price,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1343,['Downloaded_Images/71uYFtzEHDL._SY88.jpg'],"When we lent (and never got back) the clips that came with our&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Behringer-C-2/dp/B000CZ0RLU/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Behringer C-2</a>&nbsp;mics, a pair of these clips were the perfect replacements.  The jaws are lined with a grippy foam that hugs the lipstick-sized C-2s but also caresses the tapering ice cream cone body of, say, a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Shure-SM58/dp/B000CZ0R42/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Shure SM58</a>&nbsp;or a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Samson-R21/dp/B000IJ9GU8/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Samson R21</a>.  They're compact enough to fit the case that comes with the Behringer mics and priced for the musician on a budget.",lent never got back clip came nbsp behring nbsp mic pair clip perfect replac jaw line grippi foam hug also caress taper ice cream cone bodi say nbsp shure sm58 nbsp nbsp samson r21 compact enough fit case come behring mic price musician budget,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2366,"['Downloaded_Images/61QgunRZAuL._SY88.jpg', 'Downloaded_Images/617K6cXMroL._SY88.jpg']",Great item for studio recording this improve my mix. Fast shipping great products,great item studio record improv mix fast ship great product,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 10.252906,
        0.      ], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 1.6764882,
       0.       ], dtype=float32)]"
2501,['Downloaded_Images/71tOTVocINL._SY88.jpg'],Great Unit./....good price....and works well,great good price work well,"[array([0.       , 0.       , 0.       , ..., 0.       , 2.0839577,
       0.       ], dtype=float32)]"
3030,['Downloaded_Images/71MZtP7dPkL._SY88.jpg'],"As I said elsewhere, the pick wears on the edges, and breaks very quickly, within hours if you play hard. I use it on an acoustic guitar with Medium to Light strings, so really! After at least 3 years, I am still using my Dunlop medium guitar pick. The rubber part also ""hangs"" on the low E string, especially if you are trying to hit it for the first beat of the measure or simply for emphasis. This is probably a bad habit, which I could unlearn, but only if the pick would last longer!
Why not sell replacement picks (as mentioned by another reviewer: for a quarter), to snap into the rubber holder? Then you could also offer light, medium and hard replacement picks.",said elsewher pick wear edg break quickli within hour play hard use acoust guitar medium light string realli least 3 year still use dunlop medium guitar pick rubber part also hang low e string especi tri hit first beat measur simpli emphasi probabl bad habit could unlearn pick would last longer sell replac pick mention anoth review quarter snap rubber holder could also offer light medium hard replac pick,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 22.181093,
        0.      ], dtype=float32)]"
3291,"['Downloaded_Images/719AhCWVGSL._SY88.jpg', 'Downloaded_Images/61BN5Y731IL._SY88.jpg', 'Downloaded_Images/81JbTlXVD7L._SY88.jpg']","Have never tried these before- just put them on two of my basses. I usually play a set of strings 'til a string breaks- so a very long time. After about a month of playing they still sound fairly new, I think they sound good, feel good, and have even response up and down and across the fretboard.

In the pictures I included, the Epiphone Accu-Bass is a string-through body (to explain why the silks line up differently).

I will have to update this review later after I get more experience with playing these strings, but so far so good.",never tri put two bass usual play set string string long time month play still sound fairli new think sound good feel good even respons across fretboard pictur includ epiphon bodi explain silk line differ updat review later get experi play string far good,"[array([0.        , 0.        , 0.        , ..., 0.        , 9.041582  ,
       0.11154069], dtype=float32), array([0.      , 0.      , 0.      , ..., 0.      , 9.359584, 0.      ],
      dtype=float32), array([0.      , 0.      , 0.      , ..., 0.      , 4.417331, 0.      ],
      dtype=float32)]"
1246,['Downloaded_Images/81m5WMHiGyL._SY88.jpg'],"This is a great well made pedal board for my home needs. Really well made and the power cord and carry bag for the price is a bonus, all I needed was some 6"" patch cords and attach the included Velcro and good to go.",great well made pedal board home need realli well made power cord carri bag price bonu need 6 patch cord attach includ velcro good go,"[array([0.       , 0.       , 0.       , ..., 1.9071151, 0.       ,
       0.       ], dtype=float32)]"
2088,['Downloaded_Images/710a2Pyh5lL._SY88.jpg'],"This tape worked great for my latest build. Adhesive is strong and the tape accepted solder well with no issues. It's thin enough to form inside cavities well and installation is easy. I would recommend peeling back just enough backing to start one end and then remove the rest as you go. Since the product comes in a pill bottle, it's formed in a tight circle so, if you just hold one end and remove all the backing, it will recoil and stick to itself. Great product!",tape work great latest build adhes strong tape accept solder well issu thin enough form insid caviti well instal easi would recommend peel back enough back start one end remov rest go sinc product come pill bottl form tight circl hold one end remov back recoil stick great product,"[array([0., 0., 0., ..., 0., 0., 0.])]"
3888,['Downloaded_Images/71UsqJ2SHCL._SY88.jpg'],"This black guard fit perfectly on my squier affinity telecaster that I was doing my rendition of macawber(Keith Richards telecaster). Very impressed with how well it was made. I just had to file out the pickup hole just a little bit for it to fit with ease. But all mounting screw holes lined up and I didn't have to do any fit work that you have to do most of the time, even on more expensive pick guards sometimes. I am very happy with how it looks and fits, I do really like the matte finish of it too.",black guard fit perfectli squier affin telecast rendit macawb keith richard telecast impress well made file pickup hole littl bit fit ea mount screw hole line fit work time even expens pick guard sometim happi look fit realli like matt finish,"[array([ 6.5598984, 24.654987 ,  0.       , ...,  7.4669547,  0.       ,
        0.       ], dtype=float32)]"
2713,"['Downloaded_Images/71d98pxREwL._SY88.jpg', 'Downloaded_Images/71H76SuLbEL._SY88.jpg', 'Downloaded_Images/81kQ52sI7cL._SY88.jpg', 'Downloaded_Images/81RdPkFNr8L._SY88.jpg', 'Downloaded_Images/71JBFoIcZ3L._SY88.jpg']","Just what inwas specting to keep my mobile recording studio on the go. Don't let the ""cable bag"" fool you, this bag can keep more than just cables and is pretty customizable.  I recommend using it with khanka bags to give extra protection even though the bag is sturdy enough but to keep equipment more in place nice and tight. I would've preffered buying the large size but for now im happy with this one. I would recommend this to a friend and would buy another one again!",inwa spect keep mobil record studio go let cabl bag fool bag keep cabl pretti customiz recommend use khanka bag give extra protect even though bag sturdi enough keep equip place nice tight would preffer buy larg size im happi one would recommend friend would buy anoth one,"[array([ 0.       ,  0.       ,  0.       , ..., 85.09782  ,  0.       ,
        5.4643736], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.9579856, 0.       ,
       0.       ], dtype=float32), array([0.       , 0.       , 0.       , ..., 4.8528247, 3.1007655,
       0.       ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([ 0.      ,  0.      ,  0.      , ...,  0.      , 14.575467,
       25.726164], dtype=float32)]"
3132,"['Downloaded_Images/71q8IoxnMEL._SY88.jpg', 'Downloaded_Images/71NkJLtzEwL._SY88.jpg', 'Downloaded_Images/71JaJ23Y6DL._SY88.jpg', 'Downloaded_Images/71L2nF12BPL._SY88.jpg']","My Les Paul guitar fits nicely in this gig bag, so does my stratocaster, it has 3 large zip up storage compartments for picks, tuners, sheet music, cords, strings, and more. Its nicely made and is rather protective for the guitar, the material isn't really soft so beware guitar scratches, but this gig bag is very nice, I'd recommend it to anyone needing a good quality gig bag.",le paul guitar fit nice gig bag stratocast 3 larg zip storag compart pick tuner sheet music cord string nice made rather protect guitar materi realli soft bewar guitar scratch gig bag nice recommend anyon need good qualiti gig bag,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 1.4143355,
       0.       ], dtype=float32), array([0.       , 0.       , 3.8209352, ..., 1.5278424, 3.8174427,
       0.       ], dtype=float32)]"
632,"['Downloaded_Images/61liGJ016VL._SY88.jpg', 'Downloaded_Images/71yEZOvA6oL._SY88.jpg']","For the money this pedal is great but you really need to use a noise gate with it, the background hiss is almost unbearable when when activated and not playing.

I'm very surprised at how well it does work for being so cheap. I have not used a 9v battery in it I've only used a power cord from another pedal to power it so I can say how long a battery would last in it.

I would say that it is best suited for bedroom use for the fact of all the hiss would be terrible for recording, the plastic case while rugged would never hold up to gig with too long.",money pedal great realli need use nois gate background hiss almost unbear activ play surpris well work cheap use 9v batteri use power cord anoth pedal power say long batteri would last would say best suit bedroom use fact hiss would terribl record plastic case rug would never hold gig long,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1987,"['Downloaded_Images/71zEQ9L0+lL._SY88.jpg', 'Downloaded_Images/71i9qcy6FWL._SY88.jpg', 'Downloaded_Images/81tRCF3soVL._SY88.jpg']",SENNHEISER HD 8 DJ : Sennheiser these headphones aids are the best investment in money I recommend it worth it I am fascinated have a high fidelity to listen to music and to work as a DJ thanks to amazon .Djmaximo,sennheis hd 8 dj sennheis headphon aid best invest money recommend worth fascin high fidel listen music work dj thank amazon,"[array([27.320652,  0.      ,  0.      , ...,  3.444332,  0.      ,
        0.      ], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 4.3472953,
       0.       ], dtype=float32), array([0.      , 0.      , 0.      , ..., 0.      , 3.917073, 0.      ],
      dtype=float32)]"
1877,['Downloaded_Images/610OxJkA7UL._SY88.jpg'],"I have the 7 guitar version of this same stand (which costs less).  As I said in that review, put it together loosely, then, if all is good, tighten it down.  The instructions are OK, just make sure that you read them and identify all the parts (some look alike but are slightly different).  Poor reviews must be by the mechanically challenged.  You get what you pay for - even though the bigger stand costs less - but it works fine.  I have some very expensive instruments in mine with no worries.",7 guitar version stand cost le said review put togeth loo good tighten instruct ok make sure read identifi part look alik slightli differ poor review must mechan challeng get pay even though bigger stand cost le work fine expens instrument mine worri,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 17.930758,
        0.      ], dtype=float32)]"
1550,['Downloaded_Images/71ustqg8S0L._SY88.jpg'],"I needed an inexpensive set of tuners for a low budget bass project and these fit.  While the lower quality does exhibit itself during tuning, they do work.  As long as one doesn't expect quality at this price point, they do the job.  I've had them mounted on the bass for about a month now, and they don't hold the tune as well as Hipshot, Grover, or other quality tuners, but I am happy with the performance at this price.",need inexpens set tuner low budget bass project fit lower qualiti exhibit tune work long one expect qualiti price point job mount bass month hold tune well hipshot grover qualiti tuner happi perform price,"[array([0.       , 0.       , 0.       , ..., 0.       , 7.2502856,
       0.       ], dtype=float32)]"
3652,['Downloaded_Images/71wdBLSWG8L._SY88.jpg'],"These caps sound awesome, never knew how much tone these provide!",cap sound awesom never knew much tone provid,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1461,['Downloaded_Images/31Vh68iZNSL._SY88.jpg'],"This is a solid microphone.

IN THE BOX
- Microphone
- Clamp
- Zippered soft case
- Instruction Manual

SPECS
- Dynamic, Cardiod polar pattern (it's pick up is highest on the top of the mic, a bit less on the sides, and doesn't pick up from the bottom of course (I attached a picture from the manual)
- 300ohm
- weighs 9oz
- 3pin XLRM
- 90-16,000Hz frequency response (pretty flat too)

DURABILITY & PRICE
- This is a workhorse mic with rare earth magnets and all metal construction.  It's built rugged and has some good sound isolation so that movement of the mic isn't picked up as much
- It's not their top of the line Mic so not the most expensive but for the vast majority of needs out there for a cardiod mic, this should work nicely
- I think it can take a beating and keep performing.  It looks nice, traditional and robust",solid microphon box microphon clamp zipper soft case instruct manual spec dynam cardiod polar pattern pick highest top mic bit le side pick bottom cours attach pictur manual 300ohm weigh 9oz 3pin xlrm frequenc respons pretti flat durabl price workhors mic rare earth magnet metal construct built rug good sound isol movement mic pick much top line mic expens vast major need cardiod mic work nice think take beat keep perform look nice tradit robust,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
453,['Downloaded_Images/51l+egGlJsL._SY88.jpg'],"I've been using these windscreens for years on all kinds of mics, and so has the entertainment industry. They block out wind noise and plosives without affecting the sound of the mic, not to mention the square shape is more visually-appealing to use on a mic like a Beta 87C than a ball-shaped windscreen. Speaking of ball-shaped mics, you can even get these to work on those. The proof is as easy to find as turning on your TV in the morning--under the A85WS on Wayne Brady and Jonathan Mangum's mics on ""Let's Make A Deal"" is a Beta 58A cartridge.

Shure has kept these windscreens the same since their inception for a reason: they're perfect just the way they are. Let's hope they never stop making these because they truly are the best and most-durable mic windscreen I've ever used.",use windscreen year kind mic entertain industri block wind nois plosiv without affect sound mic mention squar shape use mic like beta 87c windscreen speak mic even get work proof easi find turn tv morn a85w wayn bradi jonathan mangum mic let make deal beta 58a cartridg shure kept windscreen sinc incept reason perfect way let hope never stop make truli best mic windscreen ever use,"[array([ 0.     ,  0.     ,  0.     , ...,  0.     ,  0.     , 14.58006],
      dtype=float32)]"
3110,['Downloaded_Images/71tIHefumvL._SY88.jpg'],I have uses many condenser microphones in my time and this is the best product I have used. This is now my go to mic. The sound is amazing!!! I have a very deep voice and sing or talking on this mic you can really make out my baritone voice. I highly recommend this product for the beginner to the professional. What a wonderful mic at a great price.,use mani condens microphon time best product use go mic sound amaz deep voic sing talk mic realli make bariton voic highli recommend product beginn profession wonder mic great price,"[array([0.       , 0.       , 0.       , ..., 0.       , 1.6852839,
       0.       ], dtype=float32)]"
1489,['Downloaded_Images/51T04lO-f9L._SY88.jpg'],"When you buy aftermarket pickup rings, lining up the mounting holes is a concern... however, these lined up perfectly with the holes on my Dean Schenker V.  They are for a flat-top guitar, so if you try to mount them on a Les Paul, which is arched, you'll have problems.  Make sure the pickup rings you order are for the right type of top.

These fit perfectly, and even came with nice mounting screws.",buy aftermarket pickup ring line mount hole concern howev line perfectli hole dean schenker guitar tri mount le paul arch problem make sure pickup ring order right type top fit perfectli even came nice mount screw,"[array([0.       , 0.       , 0.       , ..., 0.       , 4.7460494,
       9.582978 ], dtype=float32)]"
1352,['Downloaded_Images/71EizX9espL._SY88.jpg'],"Works perfectly with nylon flamenco and classical guitars. Use it in studio, on stage, never failed, great battery life, bright, sensitive.",work perfectli nylon flamenco classic guitar use studio stage never fail great batteri life bright sensit,"[array([ 0.      ,  0.      ,  0.      , ..., 10.029895, 18.454016,
        0.      ], dtype=float32)]"
1808,['Downloaded_Images/51MvpWroaLL._SY88.jpg'],"It worked well for about a month, and then broke too much to use.

Specifically, the metal part at the bottom of the arm, the one that slides into the clamp for the table, buckled and will not support the weight of the rest of the arm with a microphone.

I have 3 of these now, and all are showing the same kind of wear, but the one I use most frequently wore out the fastest, even though it was the newest, so I assume it's just a general useage thing, but I would have hoped it would last a year or so, not barely a month.",work well month broke much use specif metal part bottom arm one slide clamp tabl buckl support weight rest arm microphon 3 show kind wear one use frequent wore fastest even though newest assum gener useag thing would hope would last year bare month,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2039,['Downloaded_Images/71PuZETO-dL._SY88.jpg'],"I really really loved these till this happened at a gig last night ( see picture)
Don't let me discourage you. The 2.0 looks way smarter and better designed. I wish they they would let me trade in my old ones.",realli realli love till happen gig last night see pictur let discourag look way smarter better design wish would let trade old one,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1038,"['Downloaded_Images/61JPlBrJPaL._SY88.jpg', 'Downloaded_Images/616qvjlRfIL._SY88.jpg']",This made working on guitars much easier I like the no slip foam it does not leave marks and cleans well with a brush.,made work guitar much easier like slip foam leav mark clean well brush,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      ,  0.      ,
       12.181239], dtype=float32), array([ 0.      ,  0.      , 11.10691 , ..., 33.178577, 18.904669,
        0.      ], dtype=float32)]"
799,"['Downloaded_Images/71EeuCQ0gqL._SY88.jpg', 'Downloaded_Images/81WKziUbhVL._SY88.jpg']","I bought a pair of these just over a year ago, at first they worked just fine then I started getting static when adjusting the Volume control to the point where the Main speaker was not playing but the other one was. Having bought then outside of the US it was very difficult to get the warranty honored so I decided to fix them myself as I am a technician. What I discovered was the volume controller which is also the Power switch was defective, and I could not get a replacement. so what I did was replace the volume control with another one and and added a power switch. Now it works like a charm.",bought pair year ago first work fine start get static adjust volum control point main speaker play one bought outsid u difficult get warranti honor decid fix technician discov volum control also power switch defect could get replac replac volum control anoth one ad power switch work like charm,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([1.8167748, 0.       , 0.       , ..., 0.       , 3.333736 ,
       0.       ], dtype=float32)]"
2984,['Downloaded_Images/81DG630XJ6L._SY88.jpg'],"These cables are perfect for pedalboards that need a little more reach than average. They aren't as cheap looking as other budget cables.

Admittedly I'm not a cable snob, but I don't care for crap cables either. These are about the same quality as the Fender cables you see in the fishbowls of the big-brother music stores. One thing to keep in mind, if you mount your cables into a pedalboard and use zip ties, the cables don't move much and are less prone to breakage like your regular guitar cables. The DIY kits by George L and Planet Waves are ridiculously priced, and these are a great alternative.",cabl perfect pedalboard need littl reach averag cheap look budget cabl admittedli cabl snob care crap cabl either qualiti fender cabl see fishbowl music store one thing keep mind mount cabl pedalboard use zip tie cabl move much le prone breakag like regular guitar cabl diy kit georg l planet wave ridicul price great altern,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
164,['Downloaded_Images/71DeoBJS2uL._SY88.jpg'],"Love the beefy strings.  Depending on the style of music you play, you might want to give the heavier strings a spin around the block.  If you're on full-tilt distortion all the time, you probably won't see a difference, but if you play without a lot of pedals and like that slightly crunchy breakup to come from your amp, the Beefy strings can make a big difference.

Too bad this page lists the wrong set for Keef.  He actually uses a custom 5-string slinky set that's sold just to him.  It's the same as the Beefy set except the 22p is an 18p.  I've used other strings and liked them alright but always come back to Slinky.

UPDATE: Not a fan of the packaging for the three packs. FYI - they come in a color outer wrapper like the singles but the individual packs are in clear plastic packs inside. I store strings for several guitars and liked the color coding of the EB packaging to help me stay organized. Now, all I can see is the one heavist gauge number. Lame. Guess I won't be buying the three packs again.",love beefi string depend style music play might want give heavier string spin around block distort time probabl wo see differ play without lot pedal like slightli crunchi breakup come amp beefi string make big differ bad page list wrong set keef actual use custom slinki set sold beefi set except 22p 18p use string like alright alway come back slinki updat fan packag three pack fyi come color outer wrapper like singl individu pack clear plastic pack insid store string sever guitar like color code eb packag help stay organ see one heavist gaug number lame guess wo buy three pack,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 28.874294,
        0.      ], dtype=float32)]"
3194,"['Downloaded_Images/71nJnXwE9XL._SY88.jpg', 'Downloaded_Images/71i6SRzUbPL._SY88.jpg', 'Downloaded_Images/61LqOm265YL._SY88.jpg']",This bridge is beyond iconic and needed for any Telecaster build. Looks beautiful on any body that you put it on!,bridg beyond icon need telecast build look beauti bodi put,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      ,  0.      ,
       14.153029], dtype=float32), array([ 0.      ,  0.      ,  0.      , ...,  0.      , 15.219682,
        0.      ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1874,['Downloaded_Images/713RaXs-6mL._SY88.jpg'],"Very high quality pickguard material at a great price. I make thinline partscasters and like to change the control positions from the ""stock"" location so I have to manufacture my own pickguards.

Short course:

Make a template. I use 1/4"" MDF. Cut the pickguard blank a bit larger than the template. I use a scrollsaw with a spiral blade. Mount the blank to the template using double sided turners tape and press together. I use barbell weights for pressure and wait an hour before routing. I use a 1/4"" Whiteside spiral flush trim bit on a router table to trim to size and a 45 degree bit to trim the edges at an angle. I use a plastic auto trim tool to separate the guard from the template. Helpful hint: lightly sand the sharpened edge before you slash yourself.",high qualiti pickguard materi great price make thinlin partscast like chang control posit stock locat manufactur pickguard short cours make templat use mdf cut pickguard blank bit larger templat use scrollsaw spiral blade mount blank templat use doubl side turner tape press togeth use barbel weight pressur wait hour rout use whitesid spiral flush trim bit router tabl trim size 45 degre bit trim edg angl use plastic auto trim tool separ guard templat help hint lightli sand sharpen edg slash,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 27.872242,
        0.      ], dtype=float32)]"
752,"['Downloaded_Images/71-cmKzHbHL._SY88.jpg', 'Downloaded_Images/71eTfXJYRIL._SY88.jpg']","Needed something cheap but that worked for the bedroom. My main gear is upstairs in my studio but I often practice in my bedroom. I run a little Fender Champ combo in there and wanted some dirty tones for classic rock, blues and some heavier rock. This did the trick. Made of plastic but seems durable enough for my needs. Get some really cool tones out of this pedal. Can dial in almost any blues or rock tone I want. Was impressed by it for such a low cost pedal. For the money it was a very good choice.",need someth cheap work bedroom main gear upstair studio often practic bedroom run littl fender champ combo want dirti tone classic rock blue heavier rock trick made plastic seem durabl enough need get realli cool tone pedal dial almost blue rock tone want impress low cost pedal money good choic,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2573,['Downloaded_Images/61hms-cUCRL._SY88.jpg'],"They're pretty decent panels for what it's worth. By far they're not professional grade, but I think they can do well for a small home studio. They are fairly thin, so initially it's going to absorb higher frequencies better than lower frequencies, so keep that in mind.

What I did to hang mine safely without causing damage to the walls: I purchased 12""x12"" Medium Weight Chipboard sheets and used 3M spray adhesive to stick the foam to the board. Then, I used 1 4lb rated velcro command strip (per each panel) and put it on the wall. It's holding fairly well, and because it's a velcro command strip, you can make slight adjustments as needed.",pretti decent panel worth far profession grade think well small home studio fairli thin initi go absorb higher frequenc better lower frequenc keep mind hang mine safe without caus damag wall purchas 12 x12 medium weight chipboard sheet use 3m spray adhes stick foam board use 1 4lb rate velcro command strip per panel put wall hold fairli well velcro command strip make slight adjust need,"[array([0.       , 0.       , 0.       , ..., 0.       , 6.0377073,
       0.       ], dtype=float32)]"
985,"['Downloaded_Images/71ek8Tpmr8L._SY88.jpg', 'Downloaded_Images/71VlDKjnhuL._SY88.jpg']","This is a very nice Crash / Ride Cymbal. I'm using it for a smaller kit I'm using for a school I'm working at. The kids seem to enjoy the sound, and it's taking a beating. Its holding up to the challenge.

It's not a top end cymbal, but you wouldn't be look at it if you where a top end drummer. Am I right?

You're looking for something cheap that sounds okay, or good enough.. This is it.. Stop looking, trust me. For the price you're paying, this is the one you're looking for.  It give you really nice sound, plus its not going to fall apart after a few uses.",nice crash ride cymbal use smaller kit use school work kid seem enjoy sound take beat hold challeng top end cymbal would look top end drummer right look someth cheap sound okay good enough stop look trust price pay one look give realli nice sound plu go fall apart use,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 29.911795,
        0.      ], dtype=float32), array([ 0.       ,  9.249275 , 14.114054 , ...,  0.       ,  5.5097175,
        0.       ], dtype=float32)]"
592,['Downloaded_Images/71PKBq5OIwL._SY88.jpg'],"It works, for the price, for what it is. I needed a gig bag, at about 25 dollars in a hurry, for carrying my carry around bass around town- in/ out car, hanging out at coffee shops, walking around place to place. If I had about 50 dollars I would have bought the next model up, the G4 or whatever, with more padding, but I didn't, and this one is doing the job just fine. I have a Precision Bass copy (an Epiphone Accu-Bass, hence the weird headstock) , and it fits in the bag.  The bag is protective enough and seems durable enough for the purpose of carrying the bass around town. The pocket won't hold much- just strings and some music, but the bag does carry the bass.",work price need gig bag 25 dollar hurri carri carri around bass around car hang coffe shop walk around place place 50 dollar would bought next model g4 whatev pad one job fine precis bass copi epiphon henc weird headstock fit bag bag protect enough seem durabl enough purpos carri bass around town pocket wo hold string music bag carri bass,"[array([0.       , 0.       , 0.       , ..., 2.6956987, 0.       ,
       0.       ], dtype=float32)]"
1966,['Downloaded_Images/71yh456bWGL._SY88.jpg'],"Was hoping it would be half in longer. Hohner does not seem to carry a size to fit a ""full orchestra"" 40 read model",hope would half longer hohner seem carri size fit full orchestra 40 read model,"[array([17.665567, 12.997218,  0.      , ..., 18.9054  , 39.251884,
       23.30578 ], dtype=float32)]"
118,['Downloaded_Images/811JMNm5LkL._SY88.jpg'],"I have both Teles and Strats, and they both rite in this case perfectly. The extra storage areas are great, and you don't get outside storage pockets on a hard case.  The case is very well made, durable, and light.  I think the price for this product is a very good value. I know this will suit my needs perfectly!",tele strat rite case perfectli extra storag area great get outsid storag pocket hard case case well made durabl light think price product good valu know suit need perfectli,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1534,['Downloaded_Images/71fqaCvkx6L._SY88.jpg'],"A really cool way to decorate you bass or guitar.  Taking away one star because the hole was to small to fit over my bass.  I had to use a drill bit to make the hole slightly bigger, and that did the trick.  I image they will fit will over most bass or guitars.",realli cool way decor bass guitar take away one star hole small fit bass use drill bit make hole slightli bigger trick imag fit bass guitar,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1145,['Downloaded_Images/81rQrUdNRUL._SY88.jpg'],"My 3rd Joyo Pedal, I'm falling in love with that company, solid great sounding pedals for a fraction of other brands.
Be advised, the effect of this pedal is very subtle... I use it with my mustang V, which already models other amps, this pedal just makes it sound way more realistic and adds some dynamics to your playing.
 Totally worth it for anybody that wants to improve their tone... You have to have a good ear though.
I've read some reviews of people hooking this pedal before their amp input... since this pedal has it's own pre amp, this way of hooking it up will produce some noise.
 Connect it to your FX send return.
I also own the American sound .... both great... depending on my mood I play them both equally... You just can't go wrong with Joyo",3rd joyo pedal fall love compani solid great sound pedal fraction brand advis effect pedal subtl use mustang v alreadi model amp pedal make sound way realist add dynam play total worth anybodi want improv tone good ear though read review peopl hook pedal amp input sinc pedal pre amp way hook produc nois connect fx send return also american sound great depend mood play equal ca go wrong joyo,"[array([ 5.714943,  0.      ,  0.      , ..., 16.323053,  0.      ,
        0.      ], dtype=float32)]"
2383,['Downloaded_Images/61-cmdQ6WZL._SY88.jpg'],"Cheap and effective. You'll need to print your own decals, but it's MUCH less expensive than the 70 bucks some other fool was trying to get out of us. They look great! Fits my Shure mics nice and snug. Will need to play with the SM57 a bit - not much room left to grab the mic with a foam screen. But we'll work through that.",cheap effect need print decal much le expens 70 buck fool tri get u look great fit shure mic nice snug need play sm57 bit much room left grab mic foam screen work,"[array([ 0.      , 16.57717 ,  9.159418, ...,  0.      ,  0.      ,
        0.      ], dtype=float32)]"
